peak_id,peak_name,name,yr_season,date,time,citizenship,gender,age,is_o2_used,died_on_descent,host_country
ACHN,Aichyn,Kaya Ko,2015 Aut,Sep 03,13:15,Japan,F,23,No,.,Nepal
ACHN,Aichyn,Yuma Ono,2015 Aut,Sep 03,13:15,Japan,M,19,No,.,Nepal
ACHN,Aichyn,Shintaro Saito,2015 Aut,Sep 03,13:15,Japan,M,25,No,.,Nepal
ACHN,Aichyn,Hiroki (Yuki) Senda,2015 Aut,Sep 03,13:15,Japan,M,23,No,.,Nepal
ACHN,Aichyn,Yuto Tamaki,2015 Aut,Sep 03,13:15,Japan,M,22,No,.,Nepal
ACHN,Aichyn,"Rajan Lama Bhote (Hatiya-1, Makalu-Barun)",2015 Aut,Sep 25,13:30,Nepal,M,28,No,.,Nepal
ACHN,Aichyn,Jean-Paul Emole Gabriel Charpentier,2015 Aut,Sep 25,13:30,France,M,60,No,.,Nepal
ACHN,Aichyn,Pierre Robert Roger Derieux,2015 Aut,Sep 25,13:30,France,M,50,No,.,Nepal
ACHN,Aichyn,Paul Marc (Paulo) Grobel,2015 Aut,Sep 25,13:30,France,M,58,No,.,Nepal
ACHN,Aichyn,Dhan Bahadur Magar,2015 Aut,Sep 25,13:30,Nepal,M,29,No,.,Nepal
ACHN,Aichyn,Hughes Alain Jacques Marie Riverieulx de Varax,2015 Aut,Sep 25,13:30,France,M,56,No,.,Nepal
AMAD,Ama Dablam,Barry Chapman Bishop,1961 Spr,Mar 13,14:00,USA,M,29,No,.,Nepal
AMAD,Ama Dablam,Michael Bedford Gill,1961 Spr,Mar 13,14:00,New Zealand,M,23,No,.,Nepal
AMAD,Ama Dablam,Walter S. (Wally) Romanes,1961 Spr,Mar 13,14:00,New Zealand,M,29,No,.,Nepal
AMAD,Ama Dablam,Michael Phelps Ward,1961 Spr,Mar 13,14:00,UK,M,35,No,.,Nepal
AMAD,Ama Dablam,Jan Anders Martin Boysen,1979 Spr,Apr 22,17:00,W Germany,M,37,No,.,Nepal
AMAD,Ama Dablam,David Finlay Breashears,1979 Spr,Apr 22,17:00,USA,M,23,No,.,Nepal
AMAD,Ama Dablam,Thomas McCallay (Tom) Frost,1979 Spr,Apr 22,17:00,USA,M,42,No,.,Nepal
AMAD,Ama Dablam,Greg Lowe,1979 Spr,Apr 22,17:00,USA,M,30,No,.,Nepal
AMAD,Ama Dablam,Jeff Lowe,1979 Spr,Apr 22,17:00,USA,M,28,No,.,Nepal
AMAD,Ama Dablam,Peter Pilafian,1979 Spr,Apr 22,17:00,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",1979 Spr,Apr 22,17:00,Nepal,M,23,No,.,Nepal
AMAD,Ama Dablam,Jonathan Wright,1979 Spr,Apr 22,17:00,USA,M,26,No,.,Nepal
AMAD,Ama Dablam,Doug Robinson,1979 Spr,Apr 25,15:00,USA,M,33,No,.,Nepal
AMAD,Ama Dablam,John Wasson,1979 Spr,Apr 25,15:00,USA,M,29,No,.,Nepal
AMAD,Ama Dablam,Jeff Lowe,1979 Spr,Apr 30,13:00,USA,M,28,No,.,Nepal
AMAD,Ama Dablam,Francois Chaud,1979 Aut,Oct 21,,France,M,34,No,.,Nepal
AMAD,Ama Dablam,Gerard Estienne,1979 Aut,Oct 21,,France,M,31,No,.,Nepal
AMAD,Ama Dablam,Yvan Estienne,1979 Aut,Oct 21,,France,M,28,No,.,Nepal
AMAD,Ama Dablam,Jean Francois Manificat,1979 Aut,Oct 21,,France,M,29,No,.,Nepal
AMAD,Ama Dablam,Raymond Renaud,1979 Aut,Oct 21,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Marc Salomez,1979 Aut,Oct 21,,France,M,28,No,.,Nepal
AMAD,Ama Dablam,Bruno Soleymieux,1979 Aut,Oct 21,,France,M,31,No,.,Nepal
AMAD,Ama Dablam,Jangbu Sherpa,1979 Aut,Oct 22,,Nepal,M,0,No,.,Nepal
AMAD,Ama Dablam,Lhakpa Norbu Sherpa (Solukhumbu),1979 Aut,Oct 22,,Nepal,M,0,No,.,Nepal
AMAD,Ama Dablam,Norbu Jangbu Sherpa,1979 Aut,Oct 22,,Nepal,M,0,No,.,Nepal
AMAD,Ama Dablam,Louis Audoubert,1979 Aut,Oct 23,,France,M,44,No,.,Nepal
AMAD,Ama Dablam,Claude Belli,1979 Aut,Oct 23,,France,M,29,No,.,Nepal
AMAD,Ama Dablam,Bernard Charbonnel,1979 Aut,Oct 23,,France,M,36,No,.,Nepal
AMAD,Ama Dablam,Francois Chaud,1979 Aut,Oct 23,,France,M,34,No,.,Nepal
AMAD,Ama Dablam,Daniel Collot,1979 Aut,Oct 23,,France,M,25,No,.,Nepal
AMAD,Ama Dablam,Michel Drapier,1979 Aut,Oct 23,,France,M,35,No,.,Nepal
AMAD,Ama Dablam,Raymond Renaud,1979 Aut,Oct 23,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Daniel Bovero,1979 Aut,Oct 24,,France,M,34,No,.,Nepal
AMAD,Ama Dablam,Bernard Charbonnel,1979 Aut,Oct 24,,France,M,36,No,.,Nepal
AMAD,Ama Dablam,Raymond Renaud,1979 Aut,Oct 24,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Russell Reginald Brice,1980 Aut,Oct 18,11:30,New Zealand,M,28,No,.,Nepal
AMAD,Ama Dablam,William C. (Paddy) Freaney,1980 Aut,Oct 18,11:30,New Zealand,M,41,No,.,Nepal
AMAD,Ama Dablam,Graham Bruce Elder,1980 Aut,Oct 21,,New Zealand,M,33,No,.,Nepal
AMAD,Ama Dablam,Robert Edwin (Rob) Hall,1980 Aut,Oct 21,,New Zealand,M,19,No,.,Nepal
AMAD,Ama Dablam,William (Bill) King,1980 Aut,Oct 21,,New Zealand,M,27,No,.,Nepal
AMAD,Ama Dablam,Hisao Fukushima,1980 Aut,Nov 08,,Japan,M,29,No,.,Nepal
AMAD,Ama Dablam,Masaaki Tomita,1980 Aut,Nov 08,,Japan,M,24,No,.,Nepal
AMAD,Ama Dablam,Yasuji Kato,1980 Aut,Nov 09,,Japan,M,31,No,.,Nepal
AMAD,Ama Dablam,Tadao Tsuboi,1980 Aut,Nov 09,,Japan,M,22,No,.,Nepal
AMAD,Ama Dablam,Seiji Ogawa,1980 Aut,Nov 10,,Japan,M,27,No,.,Nepal
AMAD,Ama Dablam,Yoshifumi Teranishi,1980 Aut,Nov 10,,Japan,M,24,No,.,Nepal
AMAD,Ama Dablam,Josep Barrachina Perez,1981 Spr,Apr 28,,Spain,M,27,No,.,Nepal
AMAD,Ama Dablam,Emilio Civis Abad,1981 Spr,Apr 28,,Spain,M,37,No,.,Nepal
AMAD,Ama Dablam,Jordi Pons Sangines,1981 Spr,Apr 28,,Spain,M,48,No,.,Nepal
AMAD,Ama Dablam,"Dawa Norbu (Ang Danu) Sherpa (Khunde, Khumbu)",1981 Spr,Apr 28,,Nepal,M,21,No,.,Nepal
AMAD,Ama Dablam,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",1981 Spr,Apr 28,,Nepal,M,25,No,.,Nepal
AMAD,Ama Dablam,"Tenzing Tashi Sherpa (Khumjung, Khumbu)",1981 Spr,Apr 28,,Nepal,M,26,No,.,Nepal
AMAD,Ama Dablam,Alex Alom Peveda,1981 Spr,May 01,12:30,Spain,M,28,No,.,Nepal
AMAD,Ama Dablam,Ramon Bramona Rams,1981 Spr,May 01,12:30,Spain,M,35,No,.,Nepal
AMAD,Ama Dablam,Jean Robert Clemenson,1981 Spr,May 01,12:30,France,M,43,No,.,Nepal
AMAD,Ama Dablam,Lluis Lopez Leiro,1981 Spr,May 01,12:30,Spain,M,23,No,.,Nepal
AMAD,Ama Dablam,Lincoln Ross Hall,1981 Spr,May 15,12:00,Australia,M,25,No,.,Nepal
AMAD,Ama Dablam,Andrew Henderson,1981 Spr,May 15,12:00,Australia,M,25,No,.,Nepal
AMAD,Ama Dablam,Timothy John Macartney-Snape,1981 Spr,May 15,12:00,Australia,M,25,No,.,Nepal
AMAD,Ama Dablam,Scott Crump Johnston,1981 Aut,Oct 05,,USA,M,28,No,.,Nepal
AMAD,Ama Dablam,John Michaud,1981 Aut,Oct 05,,USA,M,34,No,.,Nepal
AMAD,Ama Dablam,John Tuckey,1981 Aut,Oct 05,,USA,M,31,No,.,Nepal
AMAD,Ama Dablam,Gary Robert Neptune,1981 Aut,Oct 12,12:00,USA,M,36,No,.,Nepal
AMAD,Ama Dablam,Stacy Marie Allison,1982 Spr,Apr 20,15:30,USA,F,23,No,.,Nepal
AMAD,Ama Dablam,Susan H. Havens,1982 Spr,Apr 20,15:30,USA,F,32,No,.,Nepal
AMAD,Ama Dablam,Sharon (Shari) Kearney,1982 Spr,Apr 20,15:30,USA,F,29,No,.,Nepal
AMAD,Ama Dablam,Lucylle (Lucy) Smith,1982 Spr,Apr 20,15:30,USA,F,30,No,.,Nepal
AMAD,Ama Dablam,Susan Ann (Sue) Giller,1982 Spr,Apr 22,13:30,USA,F,35,No,.,Nepal
AMAD,Ama Dablam,Jineen (Jini) Griffiths,1982 Spr,Apr 22,13:30,USA,F,32,No,.,Nepal
AMAD,Ama Dablam,Heidi Luedi,1982 Spr,Apr 22,13:30,Switzerland,F,35,No,.,Nepal
AMAD,Ama Dablam,Anne Macquaire,1982 Spr,Apr 22,13:30,USA,F,28,No,.,Nepal
AMAD,Ama Dablam,Arthur Haid,1983 Spr,Apr 21,19:30,Austria,M,45,No,.,Nepal
AMAD,Ama Dablam,Stephan Krismer,1983 Spr,Apr 21,19:30,Austria,M,27,No,.,Nepal
AMAD,Ama Dablam,Andre Georges,1983 Spr,Apr 26,12:00,Switzerland,M,29,No,.,Nepal
AMAD,Ama Dablam,Alain Hubert,1983 Spr,Apr 26,12:00,Belgium,M,29,No,.,Nepal
AMAD,Ama Dablam,Hans Berger,1983 Aut,Oct 22,,Switzerland,M,35,No,.,Nepal
AMAD,Ama Dablam,Rudolf Julier,1983 Aut,Oct 22,,Switzerland,M,28,No,.,Nepal
AMAD,Ama Dablam,Fritz Maurer,1983 Aut,Oct 22,,Switzerland,M,37,No,.,Nepal
AMAD,Ama Dablam,Beat Supersaxo,1983 Aut,Oct 22,,Switzerland,M,33,No,.,Nepal
AMAD,Ama Dablam,Christoph Peter Jezler,1983 Aut,Oct 23,,Switzerland,M,43,No,.,Nepal
AMAD,Ama Dablam,Ruth Sylvia Becker,1983 Aut,Oct 25,,Switzerland,F,46,No,.,Nepal
AMAD,Ama Dablam,Jean-Pierre Cuerel,1983 Aut,Oct 25,,Switzerland,M,29,No,.,Nepal
AMAD,Ama Dablam,Christoph Haueter,1983 Aut,Oct 25,,Switzerland,M,22,No,.,Nepal
AMAD,Ama Dablam,Jean-Pierre Wagnieres,1983 Aut,Oct 25,,Switzerland,M,29,No,.,Nepal
AMAD,Ama Dablam,Stephan Welz,1983 Aut,Oct 25,,Switzerland,M,24,No,.,Nepal
AMAD,Ama Dablam,Ang Kami Sherpa,1983 Aut,Oct 26,,Nepal,M,25,No,.,Nepal
AMAD,Ama Dablam,Joerg Kindschi,1983 Aut,Oct 27,,Switzerland,M,28,No,.,Nepal
AMAD,Ama Dablam,Hans-Peter Reiss,1983 Aut,Oct 27,,Switzerland,M,27,No,.,Nepal
AMAD,Ama Dablam,Liselotte (Lilo) Schmidt,1983 Aut,Oct 27,,Switzerland,F,45,No,.,Nepal
AMAD,Ama Dablam,Joel Coqueugniot,1983 Aut,Nov 05,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Jean Francois Manificat,1983 Aut,Nov 05,,France,M,33,No,.,Nepal
AMAD,Ama Dablam,Raymond Renaud,1983 Aut,Nov 05,,France,M,42,No,.,Nepal
AMAD,Ama Dablam,Lhakpa Norbu Sherpa,1983 Aut,Nov 05,,Nepal,M,31,No,.,Nepal
AMAD,Ama Dablam,Gerard Vionnet-Fausset,1983 Aut,Nov 05,,France,M,29,No,.,Nepal
AMAD,Ama Dablam,Christian Zaugg,1983 Aut,Nov 06,,Switzerland,M,40,No,.,Nepal
AMAD,Ama Dablam,Mario Paffumi,1983 Aut,Nov 07,,France,M,46,No,.,Nepal
AMAD,Ama Dablam,Pasang Dawa Sherpa,1983 Aut,Nov 07,,Nepal,M,0,No,.,Nepal
AMAD,Ama Dablam,Christian Legay,1983 Aut,Nov 08,,France,M,40,No,.,Nepal
AMAD,Ama Dablam,Monique Templier,1983 Aut,Nov 08,,France,F,34,No,.,Nepal
AMAD,Ama Dablam,Christian Fremont,1983 Aut,Nov 09,,France,M,40,No,.,Nepal
AMAD,Ama Dablam,Lhakpa Norbu Sherpa,1983 Aut,Nov 09,,Nepal,M,31,No,.,Nepal
AMAD,Ama Dablam,Jean-Jacques Triadou,1983 Aut,Nov 09,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Sun-Woo Nam,1983 Win,Dec 05,11:50,S Korea,M,28,No,.,Nepal
AMAD,Ama Dablam,Byung-Gil Lim,1983 Win,Dec 06,11:00,S Korea,M,27,No,.,Nepal
AMAD,Ama Dablam,Young-Soo Kim,1983 Win,Dec 06,11:10,S Korea,M,35,No,.,Nepal
AMAD,Ama Dablam,Naoe Sakashita,1984 Spr,May 03,14:20,Japan,M,37,No,.,Nepal
AMAD,Ama Dablam,Carlo Alde,1985 Spr,Apr 23,,Italy,M,20,No,.,Nepal
AMAD,Ama Dablam,Casimiro Ferrari,1985 Spr,Apr 23,,Italy,M,44,No,.,Nepal
AMAD,Ama Dablam,Gianni Bruno Lambardini,1985 Spr,Apr 23,,Italy,M,40,No,.,Nepal
AMAD,Ama Dablam,Giuliano Maresi,1985 Spr,Apr 23,,Italy,M,45,No,.,Nepal
AMAD,Ama Dablam,Mario Luciano Panzeri,1985 Spr,Apr 23,,Italy,M,20,No,.,Nepal
AMAD,Ama Dablam,Danilo Valsecchi,1985 Spr,Apr 23,,Italy,M,25,No,.,Nepal
AMAD,Ama Dablam,Masayuki Ariake,1985 Spr,May 02,10:20,Japan,M,27,No,.,Nepal
AMAD,Ama Dablam,Naoe Sakashita,1985 Spr,May 02,10:20,Japan,M,38,No,.,Nepal
AMAD,Ama Dablam,Makoto Ishibashi,1985 Spr,May 03,,Japan,M,32,No,Y,Nepal
AMAD,Ama Dablam,Haruo Toyoda,1985 Spr,May 03,,Japan,M,27,No,.,Nepal
AMAD,Ama Dablam,Mauro Bernardi,1985 Aut,Oct 30,,Italy,M,28,No,.,Nepal
AMAD,Ama Dablam,Stefan Kehrer,1985 Aut,Oct 30,,Italy,M,30,No,.,Nepal
AMAD,Ama Dablam,Francesco (Franz) Stufsslesser,1985 Aut,Oct 30,,Italy,M,39,No,.,Nepal
AMAD,Ama Dablam,Maximilian-Horst Fankhauser,1985 Aut,Oct 31,,Austria,M,41,No,.,Nepal
AMAD,Ama Dablam,Wolfgang Nairz,1985 Aut,Oct 31,,Austria,M,40,No,.,Nepal
AMAD,Ama Dablam,Josef Oberauer,1985 Aut,Oct 31,,Austria,M,28,No,.,Nepal
AMAD,Ama Dablam,Walter Stern,1985 Aut,Oct 31,,Austria,M,34,No,.,Nepal
AMAD,Ama Dablam,Wolfgang Strickner,1985 Aut,Oct 31,,Austria,M,33,No,.,Nepal
AMAD,Ama Dablam,Erik Decamp,1985 Aut,Nov 02,,France,M,31,No,.,Nepal
AMAD,Ama Dablam,Andre Leveque,1985 Aut,Nov 02,,France,M,31,No,.,Nepal
AMAD,Ama Dablam,Hermann Comploj,1985 Aut,Nov 03,,Italy,M,28,No,.,Nepal
AMAD,Ama Dablam,Vincenzo Runngaldier,1985 Aut,Nov 03,,Italy,M,44,No,.,Nepal
AMAD,Ama Dablam,Roger Gough Marshall,1985 Aut,Nov 04,,Canada,M,44,No,.,Nepal
AMAD,Ama Dablam,Hooman Nmi Aprin,1985 Aut,Nov 07,,USA,M,39,No,.,Nepal
AMAD,Ama Dablam,Peter George (Pete) Athans,1985 Aut,Nov 07,,USA,M,28,No,.,Nepal
AMAD,Ama Dablam,Randal R. (Randy) Harrington,1985 Aut,Nov 07,,USA,M,27,No,.,Nepal
AMAD,Ama Dablam,Martin Zabaleta Larburu,1985 Aut,Nov 07,,Spain,M,36,No,.,Nepal
AMAD,Ama Dablam,Carlos Paltenghe Rockhold Buhler,1985 Win,Dec 07,10:00,USA,M,31,No,.,Nepal
AMAD,Ama Dablam,Michael Kennedy,1985 Win,Dec 07,10:00,Canada,M,33,No,.,Nepal
AMAD,Ama Dablam,Alois Brugger,1986 Spr,Apr 15,11:00,Italy,M,26,No,.,Nepal
AMAD,Ama Dablam,Kurt Walde,1986 Spr,Apr 15,11:00,Italy,M,23,No,.,Nepal
AMAD,Ama Dablam,Miroslav Smid,1986 Aut,Oct 11,11:30,Czechoslovakia,M,34,No,.,Nepal
AMAD,Ama Dablam,Janez Benkovic,1986 Aut,Oct 16,11:30,Yugoslavia,M,27,No,.,Nepal
AMAD,Ama Dablam,Edin Alikalfic,1986 Aut,Oct 18,,Yugoslavia,M,26,No,.,Nepal
AMAD,Ama Dablam,Rudolf (Ruedi) Homberger,1986 Aut,Oct 18,,Switzerland,M,46,No,.,Nepal
AMAD,Ama Dablam,Christian Jaeggi,1986 Aut,Oct 18,,Switzerland,M,30,No,.,Nepal
AMAD,Ama Dablam,Branko Puzak,1986 Aut,Oct 19,,Yugoslavia,M,30,No,.,Nepal
AMAD,Ama Dablam,Pierre Dutrievoz,1986 Aut,Oct 22,09:00,France,M,26,No,.,Nepal
AMAD,Ama Dablam,Pierre-Antoine Hiroz,1986 Aut,Oct 22,09:00,Switzerland,M,25,No,.,Nepal
AMAD,Ama Dablam,Yves Rausis,1986 Aut,Oct 22,09:00,Switzerland,M,32,No,.,Nepal
AMAD,Ama Dablam,Stephane Borgeaud,1986 Aut,Oct 26,,Switzerland,M,25,No,.,Nepal
AMAD,Ama Dablam,Guy Formaz,1986 Aut,Oct 26,,Switzerland,M,47,No,.,Nepal
AMAD,Ama Dablam,Marie Hiroz,1986 Aut,Oct 26,,Switzerland,F,32,No,.,Nepal
AMAD,Ama Dablam,Herman (Chip) Kamin,1987 Spr,Apr 17,20:00,USA,M,36,No,.,Nepal
AMAD,Ama Dablam,David Karl,1987 Spr,Apr 17,20:00,USA,M,26,No,.,Nepal
AMAD,Ama Dablam,Christos Lambris,1987 Spr,Apr 17,20:00,Greece,M,25,No,.,Nepal
AMAD,Ama Dablam,Kostantinos Manalis,1987 Spr,Apr 17,20:00,Greece,M,28,No,.,Nepal
AMAD,Ama Dablam,Nelson Max,1987 Spr,Apr 17,20:00,USA,M,43,No,.,Nepal
AMAD,Ama Dablam,Tenzing Sherpa,1987 Spr,Apr 17,20:00,Nepal,M,0,No,.,Nepal
AMAD,Ama Dablam,Mike Tsoukias,1987 Spr,Apr 17,20:00,Greece,M,31,No,.,Nepal
AMAD,Ama Dablam,Eric Reynolds,1987 Win,Nov 23,12:00,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,Alexander (Sandy) Stewart,1987 Win,Nov 23,12:00,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,Todd Douglas Bibler,1987 Win,Nov 26,10:00,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,Clay Wadman,1987 Win,Nov 26,12:00,USA,M,22,No,.,Nepal
AMAD,Ama Dablam,Ann (Annie) Whitehouse,1987 Win,Nov 26,12:00,USA,F,31,No,.,Nepal
AMAD,Ama Dablam,Bo Belvedere Christensen,1988 Aut,Oct 11,,Denmark,M,32,No,.,Nepal
AMAD,Ama Dablam,Soren Allan Smidt,1988 Aut,Oct 11,,Denmark,M,28,No,.,Nepal
AMAD,Ama Dablam,Henrik Jessen Hansen,1988 Aut,Oct 19,10:30,Denmark,M,28,No,.,Nepal
AMAD,Ama Dablam,Jan Mathorne,1988 Aut,Oct 19,10:30,Denmark,M,27,No,.,Nepal
AMAD,Ama Dablam,Robert Boesch,1988 Aut,Oct 24,,Switzerland,M,34,No,.,Nepal
AMAD,Ama Dablam,Daniel Oehrli,1988 Aut,Oct 24,,Switzerland,M,29,No,.,Nepal
AMAD,Ama Dablam,Jakob (Kobi) Reichen,1988 Aut,Oct 24,,Switzerland,M,28,No,.,Nepal
AMAD,Ama Dablam,Marc Batard,1988 Win,Dec 04,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Jacques Buret,1988 Win,Dec 04,,France,M,27,No,.,Nepal
AMAD,Ama Dablam,Michel Coutty,1988 Win,Dec 04,,France,M,39,No,.,Nepal
AMAD,Ama Dablam,Daniel Filliol,1988 Win,Dec 04,,France,M,40,No,.,Nepal
AMAD,Ama Dablam,Roger Laot,1988 Win,Dec 04,,France,M,35,No,.,Nepal
AMAD,Ama Dablam,Jean Francois Rouys,1988 Win,Dec 04,,France,M,26,No,.,Nepal
AMAD,Ama Dablam,"Ang Phuri Sherpa (Salleri, Solukhumbu)",1988 Win,Dec 04,,Nepal,M,28,No,.,Nepal
AMAD,Ama Dablam,"Kami Temba Sherpa (Chaurikharka, Khumbu)",1988 Win,Dec 04,,Nepal,M,27,No,.,Nepal
AMAD,Ama Dablam,"Phu Dorje Sherpa (Pangboche, Khumbu)",1988 Win,Dec 04,,Nepal,M,26,No,.,Nepal
AMAD,Ama Dablam,Marc Batard,1988 Win,Dec 06,,France,M,37,No,.,Nepal
AMAD,Ama Dablam,Allain Hirsh,1988 Win,Dec 06,,USA,M,39,No,.,Nepal
AMAD,Ama Dablam,Claude Lebahy,1988 Win,Dec 06,,France,M,29,No,.,Nepal
AMAD,Ama Dablam,Yves LeBissonnais,1988 Win,Dec 06,,France,M,27,No,.,Nepal
AMAD,Ama Dablam,Reine Mouhat,1988 Win,Dec 06,,France,F,43,No,.,Nepal
AMAD,Ama Dablam,Miguel Angel Garcia Gallego,1988 Win,Dec 07,,Spain,M,36,No,.,Nepal
AMAD,Ama Dablam,"Dawa Norbu Sherpa (Yilajung, Khumbu)",1988 Win,Dec 08,,Nepal,M,31,No,.,Nepal
AMAD,Ama Dablam,"Zimba Zangbu Sherpa (Khumjung, Khumbu)",1988 Win,Dec 08,,Nepal,M,30,No,.,Nepal
AMAD,Ama Dablam,Roger Laot,1988 Win,Dec 08,10:00,France,M,35,No,.,Nepal
AMAD,Ama Dablam,Dong-Han Cha,1988 Win,Dec 16,12:50,S Korea,M,24,No,.,Nepal
AMAD,Ama Dablam,Young-Ju Kim,1988 Win,Dec 16,12:50,S Korea,M,29,No,.,Nepal
AMAD,Ama Dablam,Sun-Ki Bong,1988 Win,Dec 17,,S Korea,M,27,No,.,Nepal
AMAD,Ama Dablam,Karl Wilhelm (Kim) Dehn,1989 Aut,Oct 22,,W Germany,M,38,No,.,Nepal
AMAD,Ama Dablam,Guenther Haerter,1989 Aut,Oct 22,,W Germany,M,36,No,.,Nepal
AMAD,Ama Dablam,Peter Konzert,1989 Aut,Oct 22,,Austria,M,47,No,.,Nepal
AMAD,Ama Dablam,Klaus Guertler,1989 Aut,Oct 24,,Austria,M,47,No,.,Nepal
AMAD,Ama Dablam,Wolf Dieter Jarisch,1989 Aut,Oct 24,,Austria,M,24,No,.,Nepal
AMAD,Ama Dablam,Dieter Albin Porsche,1989 Aut,Oct 24,,W Germany,M,34,No,.,Nepal
AMAD,Ama Dablam,Lothar Reiser,1989 Aut,Oct 24,,W Germany,M,43,No,.,Nepal
AMAD,Ama Dablam,Hildegard Wolfsgruber,1989 Aut,Oct 24,,Italy,F,30,No,.,Nepal
AMAD,Ama Dablam,Gilbert (Gil) McCormick,1989 Aut,Oct 26,,USA,M,26,No,.,Nepal
AMAD,Ama Dablam,James (Jim) Nowak,1989 Aut,Oct 26,,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,Gary Charles Ruggera,1989 Aut,Oct 26,,USA,M,41,No,.,Nepal
AMAD,Ama Dablam,John Bernard Woodland,1989 Aut,Oct 26,,USA,M,33,No,.,Nepal
AMAD,Ama Dablam,Jean-Pierre Frachon,1989 Aut,Nov 01,,France,M,42,No,.,Nepal
AMAD,Ama Dablam,Wangel (Ongel) Sherpa (Solukhumbu),1989 Aut,Nov 01,,Nepal,M,34,No,.,Nepal
AMAD,Ama Dablam,Christian Carre,1989 Aut,Nov 06,,France,M,39,No,.,Nepal
AMAD,Ama Dablam,Jean-Pierre Frachon,1989 Aut,Nov 06,,France,M,42,No,.,Nepal
AMAD,Ama Dablam,Bernard Madeuf,1989 Aut,Nov 06,,France,M,38,No,.,Nepal
AMAD,Ama Dablam,"Danu Sherpa (Taksindu, Solukhumbu)",1989 Aut,Nov 06,,Nepal,M,30,No,.,Nepal
AMAD,Ama Dablam,Wangel (Ongel) Sherpa (Solukhumbu),1989 Aut,Nov 06,,Nepal,M,34,No,.,Nepal
AMAD,Ama Dablam,Georges Favre,1989 Aut,Nov 08,,France,M,42,No,.,Nepal
AMAD,Ama Dablam,Vincent Protopopoff,1989 Aut,Nov 08,,France,M,28,No,.,Nepal
AMAD,Ama Dablam,"Kami Tenzi Sherpa (Surke, Khumbu)",1989 Aut,Nov 08,,Nepal,M,27,No,.,Nepal
AMAD,Ama Dablam,Brendan Murphy,1990 Spr,Apr 04,18:00,Ireland,M,26,No,.,Nepal
AMAD,Ama Dablam,Kathryn M. (Kate) Phillips,1990 Spr,Apr 04,18:00,UK,F,25,No,.,Nepal
AMAD,Ama Dablam,Raymond (Ray) Delaney,1990 Spr,Apr 12,13:30,UK,M,33,No,.,Nepal
AMAD,Ama Dablam,Bruce Joseph (Joe) Simpson,1990 Spr,Apr 12,13:30,UK,M,29,No,.,Nepal
AMAD,Ama Dablam,Rainer Bolesch,1990 Aut,Oct 22,12:30,Germany,M,29,No,.,Nepal
AMAD,Ama Dablam,Christian Hug,1990 Aut,Oct 23,,Switzerland,M,29,No,.,Nepal
AMAD,Ama Dablam,Christian-Pierre Portmann,1990 Aut,Oct 23,,Switzerland,M,28,No,.,Nepal
AMAD,Ama Dablam,Peter (Pit) Bolesch,1990 Aut,Oct 23,11:00,Germany,M,33,No,.,Nepal
AMAD,Ama Dablam,Nicholas (Nick) Harper,1990 Aut,Oct 24,11:00,UK,M,36,No,.,Nepal
AMAD,Ama Dablam,Geoffrey Allman,1990 Aut,Oct 25,,UK,M,35,No,.,Nepal
AMAD,Ama Dablam,Alan Bristow,1990 Aut,Oct 25,,UK,M,42,No,.,Nepal
AMAD,Ama Dablam,Tham Bahadur (Tilija) Magar,1990 Aut,Oct 25,,Nepal,M,26,No,.,Nepal
AMAD,Ama Dablam,Kevin Wilson,1990 Aut,Oct 25,,UK,M,36,No,.,Nepal
AMAD,Ama Dablam,Kurt Fritz,1990 Aut,Oct 26,,Italy,M,30,No,.,Nepal
AMAD,Ama Dablam,Eva Maria Bolesch,1990 Aut,Oct 26,12:30,Germany,F,26,No,.,Nepal
AMAD,Ama Dablam,Rainer Bolesch,1990 Aut,Oct 26,12:30,Germany,M,29,No,.,Nepal
AMAD,Ama Dablam,Joerg Zengerle,1990 Aut,Oct 26,12:30,Germany,M,27,No,.,Nepal
AMAD,Ama Dablam,Per Malmsten,1990 Win,Dec 02,,Sweden,M,28,No,.,Nepal
AMAD,Ama Dablam,Magnar Osnes,1990 Win,Dec 02,,Norway,M,36,No,.,Nepal
AMAD,Ama Dablam,Michael Sundberg,1990 Win,Dec 02,,Sweden,M,28,No,.,Nepal
AMAD,Ama Dablam,Carol Gordon McDermott,1990 Win,Dec 04,,New Zealand,M,31,No,.,Nepal
AMAD,Ama Dablam,Conrad Daniel Anker,1990 Win,Dec 08,,USA,M,28,No,.,Nepal
AMAD,Ama Dablam,Christopher D. Noble,1990 Win,Dec 08,,USA,M,35,No,.,Nepal
AMAD,Ama Dablam,Glenn Eugene Dunmire,1990 Win,Dec 21,11:15,USA,M,29,No,.,Nepal
